Respondent_ID,Age,Gender,Education_Level,Employment_Status,Marital_Status,Household_Income,Region,Owns_Home,Has_Children,Internet_Usage_Hours,Political_Affiliation
2761,48,Female,Bachelor's,Student,Widowed,32657,East,Yes,No,4,Conservative
2762,31,Female,Bachelor's,Retired,Married,37843,North,Yes,Yes,9,Other
2763,37,Female,Master's,Unemployed,Widowed,101119,Central,No,Yes,11,Liberal
2764,35,Male,High School,Retired,Married,41491,West,Yes,Yes,9,Liberal
2765,46,Female,Bachelor's,Unemployed,Widowed,123010,East,Yes,Yes,6,Other
2766,23,Male,Master's,Retired,Single,66431,East,Yes,Yes,10,Independent
2767,49,Male,High School,Unemployed,Divorced,148801,West,No,Yes,3,Independent
2768,46,Male,Master's,Student,Widowed,134148,South,No,No,7,Liberal
2769,60,Female,Bachelor's,Unemployed,Divorced,83475,North,No,Yes,2,Independent
2770,19,Male,PhD,Employed,Single,62180,West,No,No,2,Other
2771,40,Female,Bachelor's,Unemployed,Single,38540,Central,Yes,No,4,Liberal
2772,36,Male,High School,Unemployed,Divorced,91515,North,No,Yes,5,Conservative
2773,48,Male,Bachelor's,Student,Divorced,80635,East,Yes,No,2,Independent
2774,68,Female,High School,Employed,Married,27943,Central,Yes,Yes,9,Other
2775,22,Male,PhD,Student,Divorced,140730,North,Yes,Yes,1,Liberal
2776,36,Female,High School,Retired,Divorced,28911,Central,No,No,4,Liberal
2777,51,Male,Master's,Retired,Married,60254,East,No,Yes,9,Conservative
2778,27,Female,Bachelor's,Employed,Widowed,119409,West,Yes,Yes,5,Independent
2779,42,Female,Bachelor's,Retired,Married,83000,Central,No,Yes,2,Conservative
2780,19,Male,High School,Employed,Widowed,89305,West,No,No,6,Other
2781,28,Male,Bachelor's,Unemployed,Widowed,22479,East,No,Yes,2,Liberal
2782,67,Female,Bachelor's,Retired,Widowed,30112,East,Yes,No,11,Liberal
2783,48,Female,High School,Unemployed,Married,129575,Central,No,No,1,Conservative
2784,32,Male,PhD,Student,Married,90267,Central,No,Yes,9,Conservative
2785,26,Male,Bachelor's,Retired,Single,82612,East,No,Yes,3,Conservative
2786,40,Female,Bachelor's,Student,Widowed,96897,Central,Yes,Yes,2,Independent
2787,36,Female,Bachelor's,Student,Married,134391,Central,Yes,Yes,6,Liberal
2788,26,Male,High School,Employed,Single,121476,Central,Yes,Yes,7,Independent
2789,52,Female,PhD,Student,Widowed,66809,Central,Yes,Yes,2,Other
2790,38,Male,Bachelor's,Employed,Married,149390,North,Yes,Yes,5,Independent
2791,26,Female,High School,Employed,Married,52205,East,No,Yes,0,Conservative
2792,45,Male,Bachelor's,Employed,Married,110105,East,No,No,4,Other
2793,63,Other,Bachelor's,Employed,Divorced,92604,South,No,Yes,1,Other
2794,68,Female,Bachelor's,Employed,Single,26557,West,Yes,No,0,Independent
2795,24,Female,Bachelor's,Unemployed,Married,56098,South,Yes,Yes,6,Independent
2796,33,Female,High School,Employed,Divorced,58790,Central,Yes,No,9,Conservative
2797,33,Female,High School,Retired,Single,130947,Central,Yes,No,3,Conservative
2798,50,Female,Master's,Employed,Single,54826,North,Yes,Yes,4,Other
2799,21,Male,High School,Unemployed,Divorced,148415,North,Yes,No,1,Conservative
2800,21,Female,Master's,Retired,Single,42074,North,No,Yes,7,Liberal
2801,56,Female,High School,Retired,Divorced,146201,North,Yes,No,10,Liberal
2802,57,Female,Master's,Unemployed,Widowed,107691,North,Yes,No,9,Other
2803,34,Male,Bachelor's,Retired,Married,136558,North,No,Yes,2,Independent
2804,54,Male,Bachelor's,Unemployed,Divorced,121925,North,No,No,6,Independent
2805,56,Male,High School,Student,Single,127641,North,Yes,No,10,Liberal
2806,69,Female,High School,Student,Single,122295,North,No,Yes,0,Independent
2807,46,Male,High School,Employed,Widowed,116320,East,No,No,9,Conservative
2808,69,Female,High School,Employed,Widowed,52401,North,No,No,0,Liberal
2809,53,Female,Bachelor's,Employed,Widowed,31565,West,Yes,Yes,6,Other
2810,55,Female,Bachelor's,Employed,Widowed,110236,North,Yes,No,0,Independent
2811,56,Female,Bachelor's,Unemployed,Widowed,126807,Central,No,Yes,11,Other
2812,67,Male,Master's,Student,Married,84702,Central,Yes,No,8,Other
2813,54,Male,Bachelor's,Unemployed,Divorced,69926,North,No,Yes,8,Independent
2814,69,Male,Bachelor's,Retired,Widowed,100873,North,No,No,7,Independent
2815,52,Female,Bachelor's,Retired,Widowed,31112,Central,Yes,No,7,Liberal
2816,24,Male,Bachelor's,Retired,Married,99297,West,Yes,No,3,Liberal
2817,44,Female,Bachelor's,Retired,Divorced,128327,South,No,No,3,Other
2818,45,Male,Master's,Retired,Widowed,28885,East,No,Yes,4,Other
2819,39,Male,High School,Student,Divorced,139966,Central,No,Yes,8,Liberal
2820,31,Male,High School,Unemployed,Divorced,21376,North,No,No,2,Other
2821,24,Female,Bachelor's,Retired,Married,25939,East,No,Yes,3,Conservative
2822,54,Female,High School,Employed,Married,61949,North,No,Yes,9,Independent
2823,39,Male,Master's,Student,Widowed,22846,South,Yes,No,4,Independent
2824,22,Female,Master's,Employed,Single,92353,South,Yes,No,6,Conservative
2825,19,Male,High School,Student,Married,27430,Central,Yes,Yes,4,Liberal
2826,44,Other,High School,Student,Divorced,46328,East,Yes,No,8,Liberal
2827,38,Female,Bachelor's,Employed,Divorced,31151,East,Yes,No,5,Other
2828,55,Male,Bachelor's,Employed,Widowed,79797,South,No,No,2,Other
2829,32,Female,High School,Retired,Widowed,47619,North,No,No,5,Liberal
2830,38,Male,Master's,Employed,Widowed,54484,Central,No,Yes,5,Other
2831,27,Other,Bachelor's,Unemployed,Divorced,144506,West,No,No,11,Conservative
2832,40,Male,Bachelor's,Student,Married,47664,South,Yes,Yes,9,Independent
2833,56,Female,High School,Student,Single,26780,South,Yes,No,0,Conservative
2834,22,Male,Master's,Retired,Married,88867,Central,No,No,6,Independent
2835,18,Female,High School,Student,Single,48604,North,Yes,Yes,2,Independent
2836,30,Female,Master's,Employed,Married,127385,East,No,No,0,Other
2837,38,Female,Bachelor's,Student,Widowed,37762,South,Yes,No,0,Other
2838,43,Female,Bachelor's,Student,Divorced,139272,Central,Yes,No,4,Independent
2839,67,Female,Master's,Employed,Single,43765,Central,Yes,Yes,9,Other
2840,62,Male,Master's,Employed,Married,83726,Central,Yes,No,9,Conservative
2841,38,Male,Bachelor's,Student,Divorced,57043,East,No,No,1,Liberal
2842,35,Male,High School,Unemployed,Single,107458,South,No,No,1,Other
2843,54,Other,Master's,Employed,Single,79051,Central,No,No,11,Other
2844,62,Male,Bachelor's,Unemployed,Divorced,109230,East,No,No,3,Other
2845,49,Female,High School,Unemployed,Widowed,30556,North,No,No,9,Liberal
2846,53,Female,PhD,Retired,Divorced,99091,West,No,Yes,10,Conservative
2847,34,Male,High School,Unemployed,Widowed,134919,South,Yes,No,11,Independent
2848,52,Male,High School,Retired,Married,30004,East,No,No,11,Conservative
2849,66,Male,High School,Unemployed,Married,78956,West,No,No,6,Other
2850,28,Male,Bachelor's,Retired,Divorced,123726,West,Yes,Yes,7,Liberal
2851,38,Male,Bachelor's,Employed,Widowed,40810,East,Yes,Yes,10,Conservative
2852,69,Male,Bachelor's,Student,Married,82000,East,Yes,Yes,9,Other
2853,43,Female,Bachelor's,Student,Widowed,96724,East,Yes,No,6,Other
2854,21,Other,Bachelor's,Retired,Widowed,20247,Central,No,Yes,8,Independent
2855,51,Male,Bachelor's,Employed,Widowed,40762,North,No,Yes,6,Liberal
2856,69,Male,High School,Retired,Divorced,131902,Central,No,No,3,Independent
2857,65,Male,PhD,Retired,Widowed,65995,West,Yes,Yes,8,Conservative
2858,35,Female,High School,Employed,Divorced,79423,West,No,No,8,Independent
2859,57,Female,PhD,Unemployed,Married,99347,West,Yes,No,2,Conservative
2860,52,Male,High School,Unemployed,Married,89277,East,No,No,9,Other
2861,58,Male,Master's,Employed,Single,81969,South,No,Yes,7,Liberal
2862,46,Female,High School,Retired,Single,49052,Central,No,Yes,0,Liberal
2863,69,Female,High School,Student,Married,69214,South,Yes,Yes,1,Other
2864,46,Male,Master's,Retired,Widowed,138911,North,No,No,7,Liberal
2865,55,Female,Master's,Unemployed,Widowed,54319,North,Yes,Yes,7,Independent
2866,59,Male,Bachelor's,Employed,Married,91842,Central,No,Yes,5,Conservative
2867,38,Male,Master's,Employed,Married,88541,West,No,No,7,Conservative
2868,59,Female,Bachelor's,Employed,Single,88858,North,Yes,Yes,7,Conservative
2869,30,Female,Master's,Unemployed,Widowed,101544,South,Yes,No,1,Independent
2870,66,Male,Bachelor's,Retired,Married,60765,South,Yes,No,2,Conservative
2871,58,Female,Bachelor's,Employed,Single,44870,East,Yes,Yes,6,Liberal
2872,34,Male,Bachelor's,Student,Single,32466,West,No,No,2,Conservative
2873,26,Female,Bachelor's,Employed,Widowed,65284,East,Yes,No,10,Independent
2874,58,Female,Master's,Retired,Single,70034,Central,No,Yes,1,Liberal
2875,18,Female,High School,Unemployed,Single,53161,North,Yes,Yes,5,Other
2876,19,Female,High School,Student,Divorced,88275,East,Yes,No,1,Liberal
2877,65,Male,Bachelor's,Student,Married,80811,East,No,Yes,1,Independent
2878,46,Female,Bachelor's,Employed,Widowed,122471,Central,No,No,10,Liberal
2879,50,Female,High School,Retired,Married,73565,South,No,No,1,Conservative
2880,27,Female,Bachelor's,Employed,Divorced,81314,South,Yes,Yes,3,Independent
2881,67,Male,PhD,Student,Widowed,139378,Central,Yes,No,6,Other
2882,57,Female,High School,Employed,Married,73626,South,Yes,Yes,5,Conservative
2883,38,Female,Bachelor's,Retired,Single,98730,Central,Yes,Yes,4,Independent
2884,45,Male,Master's,Unemployed,Widowed,89767,South,No,No,3,Independent
2885,28,Female,Bachelor's,Student,Divorced,71929,Central,Yes,Yes,1,Other
2886,51,Male,PhD,Retired,Single,113804,South,No,No,10,Other
2887,25,Male,Master's,Employed,Divorced,86937,East,No,No,7,Independent
2888,39,Female,Bachelor's,Student,Single,28086,East,No,Yes,11,Other
2889,25,Female,Bachelor's,Employed,Married,82582,South,No,Yes,1,Other
2890,66,Female,Bachelor's,Employed,Married,119209,Central,Yes,Yes,10,Conservative
2891,32,Male,Bachelor's,Unemployed,Married,86065,East,Yes,No,7,Independent
2892,34,Other,Master's,Employed,Divorced,60779,North,No,Yes,9,Liberal
2893,40,Male,Bachelor's,Employed,Widowed,43462,South,Yes,Yes,3,Conservative
2894,41,Male,High School,Retired,Married,67769,North,No,No,11,Independent
2895,62,Male,High School,Employed,Divorced,122922,North,No,Yes,4,Independent
2896,36,Female,High School,Unemployed,Single,138409,West,No,Yes,10,Conservative
2897,22,Female,High School,Employed,Married,143266,North,No,No,0,Other
2898,49,Female,Master's,Employed,Single,137309,North,No,Yes,1,Liberal
2899,61,Female,Bachelor's,Employed,Married,75878,West,No,Yes,10,Liberal
2900,18,Male,Bachelor's,Student,Single,36956,West,Yes,Yes,7,Independent
2901,40,Female,Bachelor's,Unemployed,Divorced,102563,West,No,No,0,Independent
2902,54,Male,Master's,Student,Married,133212,Central,Yes,Yes,2,Liberal
2903,25,Female,Bachelor's,Unemployed,Divorced,105991,West,No,Yes,1,Independent
2904,30,Male,Master's,Unemployed,Divorced,142759,Central,No,Yes,9,Liberal
2905,25,Female,Bachelor's,Retired,Single,125317,South,Yes,No,4,Other
2906,40,Female,PhD,Student,Married,127788,Central,Yes,Yes,11,Liberal
2907,60,Female,Bachelor's,Unemployed,Widowed,64555,South,Yes,Yes,3,Liberal
2908,18,Female,High School,Unemployed,Widowed,65602,West,No,No,3,Liberal
2909,62,Male,Bachelor's,Retired,Divorced,25605,West,No,Yes,3,Independent
2910,68,Female,Bachelor's,Student,Single,96213,South,No,No,10,Other
2911,41,Male,High School,Employed,Single,140370,East,No,No,3,Conservative
2912,52,Female,Bachelor's,Retired,Single,36938,Central,Yes,Yes,3,Conservative
2913,41,Female,Bachelor's,Unemployed,Married,132355,North,No,No,5,Liberal
2914,34,Male,High School,Student,Married,79502,West,No,Yes,1,Independent
2915,22,Other,PhD,Unemployed,Single,72545,Central,Yes,Yes,3,Conservative
2916,37,Female,Bachelor's,Retired,Widowed,63534,Central,Yes,No,6,Conservative
2917,38,Male,Master's,Retired,Widowed,128720,West,No,Yes,6,Liberal
2918,57,Female,Bachelor's,Student,Married,35009,South,No,Yes,0,Liberal
2919,48,Male,Bachelor's,Retired,Single,50246,West,No,Yes,9,Independent
2920,63,Female,Bachelor's,Retired,Widowed,48185,Central,No,No,11,Conservative
2921,53,Female,Bachelor's,Employed,Widowed,114831,East,Yes,No,8,Liberal
2922,28,Other,PhD,Unemployed,Married,144868,South,No,Yes,6,Other
2923,69,Female,High School,Employed,Married,111055,West,Yes,Yes,10,Other
2924,32,Male,Master's,Employed,Widowed,106488,North,Yes,No,5,Other
2925,36,Female,PhD,Student,Single,66642,West,Yes,No,1,Liberal
2926,24,Male,Bachelor's,Retired,Widowed,29185,Central,No,Yes,5,Independent
2927,68,Female,PhD,Unemployed,Widowed,84366,Central,Yes,No,4,Other
2928,45,Female,Bachelor's,Unemployed,Single,39843,North,Yes,Yes,8,Other
2929,68,Male,PhD,Unemployed,Married,37505,South,Yes,No,11,Other
2930,60,Male,Master's,Retired,Single,140218,Central,Yes,No,0,Liberal
2931,22,Female,High School,Unemployed,Single,48022,South,Yes,Yes,4,Liberal
2932,22,Female,PhD,Unemployed,Single,81609,South,No,No,2,Liberal
2933,47,Male,Bachelor's,Retired,Single,74261,West,Yes,No,8,Other
2934,49,Male,Bachelor's,Student,Married,36439,South,Yes,No,11,Liberal
2935,25,Male,Bachelor's,Unemployed,Widowed,144636,Central,Yes,Yes,0,Liberal
2936,27,Female,High School,Retired,Divorced,100196,Central,Yes,No,5,Independent
2937,55,Male,Bachelor's,Employed,Married,94385,East,Yes,Yes,2,Liberal
2938,64,Female,Master's,Retired,Single,115164,South,No,Yes,0,Conservative
2939,49,Male,High School,Employed,Widowed,110371,East,Yes,Yes,10,Liberal
2940,65,Female,High School,Retired,Widowed,90272,West,Yes,No,2,Liberal
2941,45,Male,High School,Unemployed,Single,55377,East,No,Yes,1,Conservative
2942,34,Female,Bachelor's,Student,Married,132979,South,Yes,No,9,Conservative
2943,48,Male,Master's,Student,Single,23909,Central,Yes,Yes,11,Liberal
2944,25,Female,Master's,Unemployed,Widowed,135091,West,Yes,No,11,Independent
2945,57,Male,PhD,Employed,Widowed,34867,South,Yes,Yes,11,Other
2946,42,Female,Bachelor's,Retired,Married,84685,West,Yes,Yes,7,Conservative
2947,26,Female,High School,Unemployed,Divorced,20794,North,Yes,No,2,Independent
2948,19,Male,PhD,Retired,Single,103481,South,Yes,No,10,Liberal
2949,32,Female,Master's,Unemployed,Divorced,78527,North,Yes,Yes,6,Liberal
2950,67,Female,Bachelor's,Unemployed,Widowed,35369,East,No,No,9,Conservative
2951,20,Male,Bachelor's,Retired,Divorced,129137,South,No,Yes,5,Conservative
2952,66,Male,PhD,Student,Single,43807,North,No,No,6,Independent
2953,53,Male,Master's,Student,Single,30856,Central,No,Yes,10,Liberal
2954,21,Female,Bachelor's,Employed,Widowed,26795,East,Yes,Yes,6,Conservative
2955,31,Female,Master's,Retired,Married,114921,South,Yes,No,9,Conservative
2956,58,Male,High School,Employed,Married,51063,South,Yes,Yes,0,Other
2957,58,Female,Bachelor's,Unemployed,Widowed,80951,Central,Yes,No,3,Conservative
2958,42,Female,Bachelor's,Employed,Single,58260,Central,No,Yes,3,Independent
2959,67,Female,High School,Unemployed,Married,134098,North,No,Yes,4,Liberal
2960,27,Female,High School,Retired,Divorced,30149,North,Yes,Yes,9,Conservative
2961,38,Female,High School,Retired,Widowed,112205,North,Yes,Yes,4,Other
2962,53,Female,Bachelor's,Retired,Divorced,46328,West,Yes,Yes,7,Conservative
2963,29,Male,Master's,Retired,Single,123303,East,Yes,Yes,3,Conservative
2964,44,Female,PhD,Employed,Married,140886,South,Yes,Yes,0,Liberal
2965,57,Female,Bachelor's,Unemployed,Single,123501,East,Yes,Yes,4,Other
2966,19,Male,Bachelor's,Student,Divorced,89098,Central,Yes,No,0,Independent
2967,30,Female,PhD,Retired,Single,136382,East,No,Yes,11,Independent
2968,49,Female,High School,Retired,Single,53623,East,Yes,No,2,Liberal
2969,48,Female,Master's,Unemployed,Widowed,62255,North,Yes,Yes,7,Independent
2970,33,Male,Master's,Student,Widowed,139443,Central,No,No,9,Independent
2971,49,Male,High School,Retired,Single,56389,East,No,Yes,4,Conservative
2972,49,Female,Master's,Student,Widowed,24206,South,No,Yes,6,Independent
2973,51,Female,Master's,Retired,Single,119342,North,Yes,Yes,0,Other
2974,28,Male,High School,Employed,Divorced,83565,East,Yes,Yes,5,Conservative
2975,27,Female,High School,Employed,Widowed,122900,Central,Yes,No,11,Independent
2976,32,Female,High School,Student,Single,149611,South,Yes,Yes,7,Other
2977,34,Male,Bachelor's,Unemployed,Widowed,40897,Central,Yes,No,5,Conservative
2978,57,Male,Bachelor's,Unemployed,Single,99687,Central,Yes,No,3,Other
2979,35,Male,Bachelor's,Employed,Widowed,24370,Central,No,Yes,10,Liberal
2980,26,Female,High School,Unemployed,Married,44045,West,Yes,Yes,7,Liberal
2981,42,Male,PhD,Unemployed,Single,107236,South,Yes,No,7,Independent
2982,57,Male,Bachelor's,Unemployed,Married,121751,Central,No,Yes,5,Other
2983,31,Male,High School,Student,Single,107770,West,No,No,7,Conservative
2984,42,Male,Bachelor's,Student,Married,141918,North,No,No,11,Other
2985,67,Male,Bachelor's,Unemployed,Single,72584,West,Yes,No,5,Other
2986,39,Male,Bachelor's,Employed,Widowed,141804,North,Yes,No,3,Liberal
2987,69,Female,High School,Unemployed,Married,68671,West,Yes,No,10,Liberal
2988,47,Female,High School,Retired,Widowed,35326,Central,No,No,11,Independent
2989,37,Male,Master's,Employed,Single,132360,West,Yes,Yes,5,Other
2990,38,Male,PhD,Student,Widowed,123533,West,Yes,Yes,8,Other
2991,61,Other,Bachelor's,Retired,Single,146628,Central,Yes,No,7,Conservative
2992,49,Male,Bachelor's,Unemployed,Widowed,87777,North,No,No,6,Conservative
2993,68,Male,Bachelor's,Unemployed,Married,148518,Central,Yes,No,4,Liberal
2994,63,Male,Master's,Employed,Single,50639,South,Yes,No,6,Other
2995,66,Male,Bachelor's,Employed,Widowed,126122,West,Yes,Yes,0,Independent
2996,38,Female,PhD,Unemployed,Single,80874,South,No,No,7,Liberal
2997,52,Male,Bachelor's,Unemployed,Single,59766,Central,No,Yes,4,Other
2998,49,Female,Bachelor's,Employed,Single,41278,Central,Yes,No,6,Liberal
2999,47,Male,Bachelor's,Retired,Divorced,128459,East,Yes,No,6,Independent
3000,56,Male,PhD,Student,Single,91980,South,Yes,Yes,7,Other
3001,66,Female,Master's,Employed,Widowed,88551,East,Yes,No,6,Independent
3002,29,Male,High School,Retired,Divorced,100439,South,Yes,No,5,Other
3003,58,Female,Bachelor's,Unemployed,Widowed,59583,East,No,No,11,Other
3004,64,Male,Bachelor's,Student,Divorced,113679,East,Yes,Yes,5,Independent
3005,35,Female,Bachelor's,Retired,Single,149172,South,No,Yes,4,Conservative
3006,38,Male,Master's,Student,Married,146750,Central,No,No,4,Independent
3007,30,Female,Master's,Student,Married,90400,North,No,Yes,3,Independent
3008,38,Male,Master's,Student,Single,29676,Central,Yes,Yes,6,Liberal
3009,25,Female,PhD,Retired,Divorced,24234,North,Yes,No,11,Independent
3010,63,Male,High School,Retired,Widowed,41340,South,Yes,No,10,Independent
3011,57,Female,Master's,Unemployed,Married,132451,West,Yes,Yes,2,Liberal
3012,63,Male,Master's,Student,Single,104259,Central,No,Yes,4,Conservative
3013,24,Female,Bachelor's,Employed,Single,28526,East,No,No,2,Independent
3014,40,Male,Master's,Employed,Divorced,92378,Central,Yes,No,7,Liberal
3015,61,Male,High School,Employed,Married,54626,South,Yes,Yes,4,Conservative
3016,49,Female,Master's,Retired,Single,21207,West,No,Yes,10,Conservative
3017,28,Male,Bachelor's,Unemployed,Married,149330,West,Yes,No,9,Independent
3018,39,Male,High School,Retired,Widowed,102844,Central,Yes,Yes,5,Conservative
3019,39,Female,Bachelor's,Student,Single,82420,Central,Yes,Yes,0,Independent
3020,60,Other,Bachelor's,Employed,Single,72097,Central,No,No,10,Conservative
3021,42,Male,High School,Retired,Widowed,140069,South,No,Yes,3,Conservative
3022,39,Female,High School,Employed,Single,84414,North,No,No,8,Conservative
3023,45,Female,Bachelor's,Retired,Divorced,25429,North,Yes,No,4,Independent
3024,46,Male,Bachelor's,Employed,Widowed,73591,East,No,Yes,0,Conservative
3025,30,Female,Master's,Student,Divorced,27591,South,Yes,No,3,Other
3026,35,Female,PhD,Employed,Widowed,131248,West,Yes,No,11,Liberal
3027,19,Other,Bachelor's,Student,Widowed,58660,East,Yes,No,5,Liberal
3028,46,Male,Master's,Student,Divorced,97313,West,No,Yes,6,Other
3029,38,Female,Bachelor's,Retired,Widowed,124249,West,Yes,No,6,Conservative
3030,32,Male,Master's,Retired,Married,60459,Central,Yes,No,7,Other
3031,69,Male,High School,Retired,Divorced,98084,West,Yes,Yes,4,Independent
3032,44,Male,Bachelor's,Student,Widowed,131977,West,No,No,5,Liberal
3033,67,Other,Bachelor's,Unemployed,Divorced,122331,South,No,Yes,10,Conservative
3034,48,Female,High School,Unemployed,Widowed,130760,Central,No,Yes,10,Liberal
3035,32,Female,Master's,Student,Widowed,82099,Central,Yes,Yes,1,Other
3036,68,Female,Master's,Student,Married,122599,East,No,Yes,11,Other
3037,40,Male,Bachelor's,Retired,Married,82848,Central,No,Yes,9,Liberal
3038,41,Male,Bachelor's,Retired,Married,117591,North,No,Yes,11,Liberal
3039,61,Male,Master's,Retired,Widowed,98405,South,Yes,No,1,Liberal
3040,30,Male,Master's,Unemployed,Married,109399,East,Yes,No,2,Liberal
3041,39,Female,High School,Unemployed,Divorced,24661,North,No,No,3,Other
3042,60,Female,Bachelor's,Student,Widowed,133034,West,No,Yes,5,Conservative
3043,54,Male,Bachelor's,Unemployed,Divorced,64802,North,Yes,No,5,Liberal
3044,50,Male,Bachelor's,Retired,Married,38782,East,Yes,No,2,Conservative
3045,20,Male,High School,Retired,Widowed,69179,Central,No,No,0,Liberal
3046,36,Male,Bachelor's,Retired,Divorced,130446,South,Yes,Yes,2,Independent
3047,40,Female,Master's,Retired,Single,21898,East,Yes,Yes,3,Conservative
3048,46,Female,Bachelor's,Retired,Divorced,98455,North,Yes,No,8,Independent
3049,47,Female,PhD,Employed,Widowed,60068,North,Yes,Yes,9,Other
3050,56,Male,Master's,Student,Single,87963,East,No,Yes,7,Independent
3051,61,Male,PhD,Student,Married,119929,East,Yes,Yes,3,Other
3052,64,Male,High School,Unemployed,Married,96303,East,Yes,No,6,Liberal
3053,42,Female,Master's,Retired,Divorced,103956,Central,Yes,Yes,8,Other
3054,54,Female,High School,Employed,Married,78654,East,No,No,1,Liberal
3055,64,Male,Bachelor's,Retired,Divorced,56123,West,No,Yes,2,Liberal
3056,25,Female,Bachelor's,Retired,Divorced,76198,South,No,No,0,Liberal
3057,59,Female,Bachelor's,Unemployed,Divorced,132357,South,No,No,7,Other
3058,33,Female,Master's,Employed,Divorced,72872,West,Yes,Yes,1,Liberal
3059,25,Female,Master's,Employed,Widowed,24902,North,No,No,6,Independent
3060,18,Female,High School,Student,Widowed,46850,North,No,No,6,Independent
3061,61,Female,Bachelor's,Retired,Single,68554,North,No,Yes,10,Liberal
3062,22,Male,Bachelor's,Employed,Single,63034,North,Yes,Yes,2,Liberal
3063,20,Male,Bachelor's,Student,Married,84843,Central,Yes,Yes,1,Conservative
3064,18,Male,Master's,Employed,Widowed,107156,West,No,No,2,Other
3065,21,Male,Bachelor's,Retired,Single,28280,South,Yes,Yes,11,Conservative
3066,57,Female,PhD,Student,Widowed,100490,West,Yes,Yes,7,Independent
3067,52,Female,High School,Employed,Widowed,130300,South,No,Yes,11,Other
3068,49,Male,Bachelor's,Unemployed,Married,66814,North,Yes,Yes,8,Independent
3069,59,Female,Bachelor's,Employed,Married,77465,Central,No,Yes,10,Other
3070,51,Male,High School,Retired,Divorced,66973,East,Yes,No,7,Other
3071,60,Male,Bachelor's,Unemployed,Widowed,57729,East,No,Yes,10,Other
3072,42,Male,Master's,Employed,Divorced,52800,North,Yes,No,1,Independent
3073,27,Male,Master's,Employed,Divorced,123002,North,No,No,11,Liberal
3074,38,Male,Bachelor's,Student,Divorced,94423,West,Yes,Yes,8,Independent
3075,63,Female,Bachelor's,Retired,Widowed,117143,Central,No,No,5,Other
3076,56,Male,High School,Employed,Widowed,138529,Central,Yes,No,11,Independent
3077,44,Other,High School,Employed,Divorced,117677,West,Yes,No,1,Independent
3078,44,Male,Bachelor's,Employed,Widowed,127020,Central,Yes,Yes,8,Conservative
3079,19,Male,High School,Retired,Divorced,98871,Central,No,Yes,4,Other
3080,58,Male,Master's,Unemployed,Single,140132,East,Yes,No,5,Independent
3081,65,Female,Master's,Retired,Widowed,91713,Central,Yes,Yes,0,Other
3082,30,Male,PhD,Student,Married,61206,North,Yes,No,11,Independent
3083,26,Female,Bachelor's,Student,Married,23926,East,Yes,No,1,Conservative
3084,69,Female,PhD,Retired,Divorced,133682,North,No,Yes,0,Independent
3085,53,Female,Bachelor's,Employed,Single,80445,North,Yes,No,3,Liberal
3086,39,Female,Bachelor's,Employed,Widowed,63056,West,No,No,1,Other
3087,59,Male,PhD,Unemployed,Divorced,95690,Central,Yes,Yes,0,Conservative
3088,43,Male,Bachelor's,Retired,Single,88495,Central,Yes,No,2,Independent
3089,29,Male,High School,Retired,Single,104147,Central,Yes,Yes,3,Conservative
3090,34,Female,Master's,Employed,Widowed,54161,Central,Yes,No,3,Independent
3091,31,Male,PhD,Student,Married,79251,East,Yes,No,2,Other
3092,31,Male,Master's,Student,Married,38407,South,Yes,No,1,Independent
3093,51,Other,Bachelor's,Unemployed,Single,98561,North,No,Yes,11,Conservative
3094,37,Male,Bachelor's,Unemployed,Married,91600,South,Yes,Yes,7,Liberal
3095,28,Female,PhD,Student,Single,76714,South,Yes,No,9,Conservative
3096,33,Female,High School,Retired,Single,149613,South,Yes,Yes,10,Liberal
3097,68,Male,Bachelor's,Unemployed,Single,26639,East,Yes,No,1,Liberal
3098,48,Male,High School,Employed,Married,22478,South,Yes,No,4,Other
3099,23,Male,Bachelor's,Retired,Divorced,142062,East,Yes,Yes,6,Conservative
3100,36,Female,Bachelor's,Employed,Married,84546,West,No,Yes,8,Independent
3101,54,Female,High School,Unemployed,Divorced,93465,West,No,No,11,Liberal
3102,21,Female,High School,Student,Married,117862,West,No,No,2,Conservative
3103,64,Female,Bachelor's,Unemployed,Widowed,82876,East,Yes,Yes,0,Other
3104,21,Female,High School,Student,Widowed,139147,East,Yes,No,8,Independent
3105,37,Male,High School,Retired,Married,108373,North,No,No,0,Independent
3106,27,Male,Master's,Unemployed,Widowed,61941,South,No,Yes,7,Independent
3107,41,Female,Bachelor's,Unemployed,Widowed,49974,Central,Yes,Yes,1,Conservative
3108,52,Male,Bachelor's,Unemployed,Widowed,64183,Central,Yes,No,6,Conservative
3109,43,Male,PhD,Retired,Widowed,28418,South,Yes,Yes,11,Independent
3110,54,Female,High School,Employed,Divorced,103186,Central,No,No,2,Other
3111,55,Male,Bachelor's,Employed,Single,120361,Central,No,No,5,Independent
3112,38,Female,Bachelor's,Student,Divorced,77148,Central,Yes,Yes,5,Independent
3113,57,Female,Master's,Unemployed,Single,132007,East,Yes,No,3,Other
3114,56,Male,PhD,Employed,Single,99919,East,Yes,Yes,7,Other
3115,38,Female,PhD,Retired,Married,132239,East,Yes,Yes,11,Other
3116,27,Male,Master's,Unemployed,Married,128747,South,Yes,Yes,11,Independent
3117,55,Male,High School,Student,Married,51708,West,No,No,4,Other
